POSTCODES,Major Cities of Australia ,Inner Regional Australia ,Outer Regional Australia ,Remote Australia ,Very Remote Australia ,Migratory - Offshore - Shipping ,Total
3196,11508,0,0,0,0,0,11508
3197,5261,0,0,0,0,0,5261
3198,7981,0,0,0,0,0,7981
3199,24484,0,0,0,0,0,24484
3200,2552,0,0,0,0,0,2552
3201,8237,0,0,0,0,0,8237
3202,1032,0,0,0,0,0,1032
3204,12321,0,0,0,0,0,12321
3205,6249,0,0,0,0,0,6249
3206,5144,0,0,0,0,0,5144
3207,8824,0,0,0,0,0,8824
3211,0,498,0,0,0,0,498
3212,5561,402,0,0,0,0,5971
3213,796,638,0,0,0,0,1433
3214,10546,0,0,0,0,0,10546
3215,9251,0,0,0,0,0,9251
3216,23185,163,0,0,0,0,23345
3217,2190,211,0,0,0,0,2399
3218,6524,79,0,0,0,0,6597
3219,9557,0,0,0,0,0,9557
3220,7843,0,0,0,0,0,7843
3221,0,264,0,0,0,0,264
3222,0,6479,0,0,0,0,6479
3223,0,6405,0,0,0,0,6405
3224,5505,333,0,0,0,0,5839
3225,0,3559,0,0,0,0,3559
3226,0,7391,0,0,0,0,7391
3227,33,2644,0,0,0,0,2676
3228,0,8911,0,0,0,0,8911
3230,0,2929,0,0,0,0,2929
3231,0,1776,0,0,0,0,1776
3232,0,1881,0,0,0,0,1881
3233,0,2301,15,0,0,0,2314
3234,0,489,0,0,0,0,489
3235,0,250,0,0,0,0,250
3236,0,153,0,0,0,0,153
3237,0,0,194,0,0,0,194
3238,0,0,190,0,0,0,190
3239,0,138,130,0,0,0,268
3240,0,754,0,0,0,0,754
3241,0,1172,0,0,0,0,1172
3242,0,420,0,0,0,0,420
3243,0,195,0,0,0,0,195
3249,0,1443,0,0,0,0,1443
3250,0,5610,0,0,0,0,5610
3251,0,244,0,0,0,0,244
3254,0,131,0,0,0,0,131
3260,0,2282,0,0,0,0,2282
3264,0,1090,0,0,0,0,1090
3265,0,1092,0,0,0,0,1092
3266,0,1234,134,0,0,0,1368
3267,0,0,108,0,0,0,108
3268,0,169,1037,0,0,0,1201
3269,0,0,456,0,0,0,456
3270,0,0,336,0,0,0,336
3271,0,0,98,0,0,0,98
3272,0,708,91,0,0,0,798
3273,0,0,65,0,0,0,65
3274,0,0,112,0,0,0,112
3275,0,163,0,0,0,0,163
3276,0,205,0,0,0,0,205
3277,0,746,0,0,0,0,746
3278,0,116,0,0,0,0,116
3279,0,102,0,0,0,0,102
3280,0,14420,0,0,0,0,14420
3281,0,623,0,0,0,0,623
3282,0,973,0,0,0,0,973
3283,0,549,0,0,0,0,549
3284,0,2202,41,0,0,0,2249
3285,0,95,474,0,0,0,565
3286,0,0,302,0,0,0,302
3287,0,0,177,0,0,0,177
3289,0,19,385,0,0,0,400
3292,0,0,263,0,0,0,263
3293,0,0,164,0,0,0,164
3294,0,0,480,0,0,0,480
3300,0,4942,53,0,0,0,4990
3301,0,166,405,0,0,0,571
3302,0,0,193,0,0,0,193
3303,0,0,162,0,0,0,162
3304,0,0,1372,0,0,0,1372
3305,0,0,6316,0,0,0,6316
3309,0,0,61,0,0,0,61
3310,0,0,141,0,0,0,141
3311,0,0,938,0,0,0,938
3312,0,0,538,0,0,0,538
3314,0,0,256,0,0,0,256
3315,0,0,871,0,0,0,871
3317,0,0,109,0,0,0,109
3318,0,0,731,0,0,0,731
3319,0,0,219,0,0,0,219
3321,0,578,0,0,0,0,578
3322,0,83,5,0,0,0,92
3323,0,0,55,0,0,0,56
3324,0,46,273,0,0,0,316
3325,0,0,265,0,0,0,265
3328,0,613,0,0,0,0,613
3329,0,131,0,0,0,0,131
3330,0,101,0,0,0,0,101
3331,0,2106,0,0,0,0,2106
3332,0,374,0,0,0,0,374
3333,0,349,0,0,0,0,349
3334,0,262,0,0,0,0,262
3335,2193,0,0,0,0,0,2193
3337,13517,156,0,0,0,0,13674
3338,7928,922,0,0,0,0,8852
3340,7353,965,0,0,0,0,8320
3341,0,640,0,0,0,0,640
3342,0,1505,0,0,0,0,1505
3345,0,475,0,0,0,0,475
3350,0,26787,0,0,0,0,26787
3351,0,3019,341,0,0,0,3356
3352,0,6250,0,0,0,0,6256
3355,0,6180,0,0,0,0,6180
3356,0,7345,0,0,0,0,7345
3357,0,1412,0,0,0,0,1412
3360,0,416,0,0,0,0,416
3361,0,357,0,0,0,0,357
3363,0,1598,0,0,0,0,1598
3364,0,999,0,0,0,0,999
3370,0,929,0,0,0,0,929
3371,0,585,0,0,0,0,585
3373,0,1157,3,0,0,0,1166
3374,0,184,13,0,0,0,190
3375,0,95,0,0,0,0,95
3377,0,4216,27,0,0,0,4240
3378,0,60,0,0,0,0,60
3379,0,0,418,0,0,0,418
3380,0,2967,0,0,0,0,2967
3381,0,134,811,0,0,0,944
3384,0,89,208,0,0,0,299
3385,0,89,172,0,0,0,262
3387,0,29,141,0,0,0,173
3388,0,0,277,0,0,0,277
3390,0,0,494,0,0,0,494
3391,0,0,88,0,0,0,88
3392,0,0,313,0,0,0,313
3393,0,0,1370,0,0,0,1370
3395,0,0,213,7,0,0,219
3396,0,0,391,0,0,0,391
3400,0,0,7033,0,0,0,7033
3401,0,0,1852,0,0,0,1852
3407,0,0,220,0,0,0,220
3409,0,0,501,0,0,0,501
3412,0,0,162,0,0,0,162
3413,0,0,132,0,0,0,132
3414,0,0,922,0,0,0,922
3415,0,0,18,0,0,0,18
3418,0,0,1426,0,0,0,1426
3419,0,0,431,0,0,0,431
3420,0,0,128,31,0,0,155
3423,0,0,308,0,0,0,308
3424,0,0,51,404,0,0,451
3427,1154,0,0,0,0,0,1154
3428,248,0,0,0,0,0,248
3429,13737,261,0,0,0,0,14000
3430,14,111,0,0,0,0,126
3431,0,1457,0,0,0,0,1457
3432,0,82,0,0,0,0,82
3433,0,77,0,0,0,0,77
3434,0,1944,0,0,0,0,1944
3435,0,1228,0,0,0,0,1228
3437,0,3920,0,0,0,0,3920
3438,0,847,0,0,0,0,847
3440,0,795,0,0,0,0,795
3441,0,621,0,0,0,0,621
3442,0,3116,0,0,0,0,3116
3444,0,4295,0,0,0,0,4295
3446,0,497,0,0,0,0,497
3447,0,247,0,0,0,0,247
3448,0,444,0,0,0,0,444
3450,0,3587,0,0,0,0,3587
3451,0,2408,0,0,0,0,2408
3453,0,730,0,0,0,0,730
3458,0,1211,0,0,0,0,1211
3460,0,1897,0,0,0,0,1897
3461,0,2617,0,0,0,0,2617
3462,0,626,0,0,0,0,626
3463,0,1414,0,0,0,0,1414
3464,0,499,0,0,0,0,499
3465,0,4844,8,0,0,0,4853
3467,0,632,0,0,0,0,632
3468,0,160,0,0,0,0,160
3469,0,157,0,0,0,0,157
3472,0,857,39,0,0,0,895
3475,0,164,81,0,0,0,243
3477,0,61,400,0,0,0,455
3478,0,158,1219,0,0,0,1378
3480,0,0,899,0,0,0,899
3482,0,0,104,0,0,0,104
3483,0,0,447,0,0,0,447
3485,0,0,200,0,0,0,200
3487,0,0,49,0,0,0,49
3488,0,0,63,0,0,0,63
3489,0,0,41,0,0,0,41
3490,0,0,681,48,0,0,731
3491,0,0,71,0,0,0,71
3494,0,0,351,0,0,0,351
3496,0,0,2742,0,0,0,2742
3498,0,0,2101,0,0,0,2101
3500,0,0,15065,0,0,0,15065
3501,0,0,713,0,0,0,713
3505,0,0,1928,0,0,0,1928
3506,0,0,0,22,0,0,22
3507,0,0,84,0,0,0,84
3509,0,0,0,126,0,0,126
3512,0,0,0,216,0,0,216
3515,0,730,0,0,0,0,730
3516,0,341,0,0,0,0,341
3517,0,535,200,0,0,0,739
3518,0,0,839,0,0,0,839
3520,0,0,110,0,0,0,110
3521,0,281,0,0,0,0,281
3522,0,166,0,0,0,0,166
3523,0,2158,0,0,0,0,2158
3525,0,0,694,0,0,0,694
3527,0,0,439,0,0,0,439
3529,0,0,43,0,0,0,43
3530,0,0,72,0,0,0,72
3531,0,0,82,0,0,0,82
3533,0,0,421,0,0,0,421
3537,0,0,513,0,0,0,513
3540,0,0,162,0,0,0,162
3542,0,0,67,0,0,0,67
3544,0,0,127,0,0,0,127
3546,0,0,198,0,0,0,198
3549,0,0,1514,0,0,0,1514
3550,0,19451,0,0,0,0,19451
3551,0,10933,0,0,0,0,10933
3555,0,9065,0,0,0,0,9065
3556,0,5903,0,0,0,0,5903
3557,0,337,0,0,0,0,337
3558,0,496,0,0,0,0,496
3559,0,284,0,0,0,0,284
3561,0,2017,0,0,0,0,2017
3562,0,128,0,0,0,0,128
3563,0,365,0,0,0,0,365
3564,0,7153,0,0,0,0,7153
3565,0,50,0,0,0,0,50
3566,0,0,289,0,0,0,289
3567,0,0,318,0,0,0,318
3568,0,0,1452,0,0,0,1452
3570,0,316,0,0,0,0,319
3571,0,130,20,0,0,0,151
3572,0,66,0,0,0,0,66
3573,0,26,137,0,0,0,161
3575,0,0,437,0,0,0,437
3576,0,0,38,0,0,0,38
3579,0,0,2687,0,0,0,2687
3580,0,0,513,0,0,0,513
3581,0,0,98,0,0,0,98
3583,0,0,90,0,0,0,90
3584,0,0,491,0,0,0,491
3585,0,0,5062,0,0,0,5062
3586,0,0,300,0,0,0,300
3588,0,0,151,0,0,0,151
3589,0,0,151,0,0,0,151
3590,0,0,126,0,0,0,126
3591,0,0,69,0,0,0,69
3594,0,0,268,0,0,0,268
3595,0,0,302,0,0,0,302
3596,0,0,49,0,0,0,49
3597,0,0,210,0,0,0,210
3599,0,0,85,0,0,0,85
3607,0,66,0,0,0,0,66
3608,0,1446,0,0,0,0,1446
3610,0,683,0,0,0,0,683
3612,0,973,0,0,0,0,973
3614,0,346,0,0,0,0,346
3616,0,2318,0,0,0,0,2318
3617,0,62,0,0,0,0,62
3618,0,296,0,0,0,0,296
3620,0,3621,0,0,0,0,3621
3621,0,974,0,0,0,0,974
3622,0,201,0,0,0,0,201
3623,0,433,0,0,0,0,433
3624,0,248,0,0,0,0,248
3629,0,4194,0,0,0,0,4194
3630,0,13500,0,0,0,0,13500
3631,0,4347,0,0,0,0,4347
3633,0,249,0,0,0,0,249
3634,0,722,0,0,0,0,722
3635,0,254,0,0,0,0,254
3636,0,2430,0,0,0,0,2430
3637,0,148,76,0,0,0,227
3638,0,942,39,0,0,0,975
3639,0,32,292,0,0,0,322
3640,0,386,0,0,0,0,386
3641,0,433,110,0,0,0,547
3646,0,251,0,0,0,0,251
3647,0,3,0,0,0,0,3
3649,0,205,0,0,0,0,205
3658,0,2701,0,0,0,0,2701
3659,0,362,0,0,0,0,362
3660,0,3619,0,0,0,0,3619
3662,0,276,0,0,0,0,276
3663,0,88,0,0,0,0,88
3664,0,501,0,0,0,0,501
3665,0,184,0,0,0,0,184
3666,0,2566,0,0,0,0,2566
3669,0,723,0,0,0,0,723
3670,0,279,0,0,0,0,279
3672,0,5157,0,0,0,0,5157
3673,0,642,162,0,0,0,803
3675,0,817,0,0,0,0,817
3677,0,8595,0,0,0,0,8595
3678,0,2411,327,0,0,0,2737
3682,0,254,0,0,0,0,254
3683,0,796,0,0,0,0,796
3685,0,1319,0,0,0,0,1319
3687,0,476,0,0,0,0,476
3688,0,488,0,0,0,0,488
3690,0,14627,0,0,0,0,14627
3694,0,0,0,0,0,0,0
3695,0,188,0,0,0,0,188
3697,0,159,136,0,0,0,290
3698,0,520,0,0,0,0,520
3699,0,565,371,0,0,0,935
3700,0,50,578,0,0,0,626
3701,0,19,609,0,0,0,625
3704,0,0,15,0,0,0,15
3705,0,0,134,0,0,0,134
3708,0,0,34,0,0,0,34
3709,0,0,183,0,0,0,183
3711,0,315,0,0,0,0,315
3712,0,228,0,0,0,0,228
3713,0,0,881,0,0,0,881
3714,0,1914,0,0,0,0,1914
3715,0,0,248,0,0,0,248
3717,0,1465,0,0,0,0,1465
3718,0,48,0,0,0,0,48
3719,0,230,0,0,0,0,230
3720,0,0,648,0,0,0,648
3722,0,0,2481,0,0,0,2481
3723,0,0,3198,0,0,0,3198
3725,0,279,0,0,0,0,279
3726,0,205,0,0,0,0,205
3727,0,142,0,0,0,0,142
3728,0,307,0,0,0,0,307
3730,0,4503,0,0,0,0,4503
3732,0,208,81,0,0,0,284
3733,0,0,114,0,0,0,114
3735,0,276,0,0,0,0,276
3737,0,2040,75,0,0,0,2118
3738,0,107,0,0,0,0,107
3739,0,122,0,0,0,0,122
3740,0,0,562,0,0,0,562
3741,0,0,2375,0,0,0,2375
3744,0,0,273,0,0,0,273
3746,0,179,0,0,0,0,179
3747,0,2127,0,0,0,0,2127
3749,0,802,0,0,0,0,802
3750,3044,0,0,0,0,0,3044
3751,116,0,0,0,0,0,116
3752,8074,0,0,0,0,0,8074
3753,597,176,0,0,0,0,772
3754,13337,0,0,0,0,0,13337
3755,108,0,0,0,0,0,108
3756,3058,1278,0,0,0,0,4336
3757,7,3406,0,0,0,0,3413
3758,0,773,0,0,0,0,773
3759,284,106,0,0,0,0,386
3760,0,138,0,0,0,0,138
3761,0,457,0,0,0,0,457
3762,0,60,0,0,0,0,60
3763,0,680,0,0,0,0,680
3764,0,3641,0,0,0,0,3641
3765,2463,0,0,0,0,0,2463
3766,555,0,0,0,0,0,555
3767,548,0,0,0,0,0,548
3770,817,379,0,0,0,0,1201
3775,0,1536,0,0,0,0,1536
3777,0,4590,0,0,0,0,4590
3778,0,102,0,0,0,0,102
3779,0,275,0,0,0,0,275
3781,1661,15,0,0,0,0,1675
3782,2956,0,0,0,0,0,2956
3783,564,303,0,0,0,0,868
3785,29,0,0,0,0,0,29
3786,590,0,0,0,0,0,590
3787,406,0,0,0,0,0,406
3788,804,0,0,0,0,0,804
3789,124,0,0,0,0,0,124
3791,597,0,0,0,0,0,597
3792,394,0,0,0,0,0,394
3793,1393,0,0,0,0,0,1393
3795,435,0,0,0,0,0,435
3796,3531,0,0,0,0,0,3531
3797,0,1491,0,0,0,0,1491
3799,0,2900,0,0,0,0,2900
3800,30,0,0,0,0,0,30
3802,8558,0,0,0,0,0,8558
3803,3706,0,0,0,0,0,3706
3804,2421,0,0,0,0,0,2421
3805,18464,0,0,0,0,0,18464
3806,17282,0,0,0,0,0,17282
3807,2459,0,0,0,0,0,2459
3808,998,0,0,0,0,0,998
3809,2691,28,0,0,0,0,2723
3810,17500,491,0,0,0,0,17997
3812,0,842,0,0,0,0,842
3813,0,332,0,0,0,0,332
3814,0,858,0,0,0,0,858
3815,0,1154,0,0,0,0,1154
3816,0,1093,0,0,0,0,1093
3818,0,5916,0,0,0,0,5916
3820,0,6928,0,0,0,0,6928
3821,0,1188,0,0,0,0,1188
3822,0,354,0,0,0,0,354
3823,0,857,0,0,0,0,857
3824,0,2148,0,0,0,0,2148
3825,0,10026,9,0,0,0,10041
3831,0,744,0,0,0,0,744
3832,0,139,0,0,0,0,139
3833,0,246,38,0,0,0,282
3835,0,198,0,0,0,0,198
3840,0,8048,0,0,0,0,8048
3842,0,2145,0,0,0,0,2145
3844,0,12966,22,0,0,0,12978
3847,0,899,57,0,0,0,956
3850,0,6976,0,0,0,0,6976
3851,0,1080,3200,0,0,0,4280
3852,0,12,0,0,0,0,12
3854,0,534,0,0,0,0,534
3856,0,388,0,0,0,0,388
3857,0,150,0,0,0,0,150
3858,0,1206,203,0,0,0,1405
3859,0,380,0,0,0,0,380
3860,0,2700,750,0,0,0,3449
3862,0,1080,328,0,0,0,1409
3864,0,0,102,0,0,0,102
3865,0,0,185,0,0,0,185
3869,0,677,0,0,0,0,677
3870,0,618,0,0,0,0,618
3871,0,1298,0,0,0,0,1298
3873,0,134,0,0,0,0,134
3874,0,0,404,0,0,0,404
3875,0,0,8552,0,0,0,8552
3878,0,0,557,0,0,0,557
3880,0,0,2585,0,0,0,2585
3882,0,0,492,0,0,0,492
3885,0,0,901,0,0,0,901
3886,0,0,179,0,0,0,179
3887,0,0,171,0,0,0,171
3888,0,0,2023,0,0,0,2023
3889,0,0,43,135,0,0,179
3890,0,0,0,237,0,0,237
3891,0,0,0,117,0,0,117
3892,0,0,0,864,0,0,864
3893,0,0,21,0,0,0,21
3895,0,0,126,0,0,0,126
3896,0,0,240,0,0,0,240
3898,0,0,827,0,0,0,827
3900,0,0,126,0,0,0,126
3902,0,0,188,0,0,0,188
3903,0,0,370,0,0,0,370
3904,0,0,986,0,0,0,986
3909,0,0,4578,0,0,0,4578
3910,8710,0,0,0,0,0,8710
3911,1319,0,0,0,0,0,1319
3912,5710,0,0,0,0,0,5710
3913,1273,0,0,0,0,0,1273
3915,4501,0,0,0,0,0,4501
3916,0,767,0,0,0,0,767
3918,1470,0,0,0,0,0,1470
3919,1355,0,0,0,0,0,1355
3920,112,0,0,0,0,0,112
3921,0,0,101,0,0,0,101
3922,0,8759,0,0,0,0,8759
3923,0,487,0,0,0,0,487
3925,0,2944,0,0,0,0,2944
3926,1618,218,0,0,0,0,1830
3927,1201,0,0,0,0,0,1201
3928,124,151,0,0,0,0,277
3929,0,945,0,0,0,0,945
3930,6820,0,0,0,0,0,6820
3931,11322,0,0,0,0,0,11322
3933,375,0,0,0,0,0,375
3934,8167,0,0,0,0,0,8167
3936,8021,0,0,0,0,0,8021
3937,0,885,0,0,0,0,885
3938,2002,0,0,0,0,0,2002
3939,8493,514,0,0,0,0,9002
3940,3581,0,0,0,0,0,3581
3941,11852,0,0,0,0,0,11852
3942,3471,0,0,0,0,0,3471
3943,3053,0,0,0,0,0,3053
3944,1451,0,0,0,0,0,1451
3945,0,484,0,0,0,0,484
3946,0,106,0,0,0,0,106
3950,0,2221,0,0,0,0,2221
3951,0,492,0,0,0,0,492
3953,0,3508,0,0,0,0,3508
3954,0,165,0,0,0,0,165
3956,0,2526,328,0,0,0,2851
3957,0,129,0,0,0,0,129
3958,0,150,0,0,0,0,150
3959,0,425,851,0,0,0,1271
3960,0,1316,215,0,0,0,1528
3962,0,554,0,0,0,0,554
3964,0,93,0,0,0,0,93
3965,0,0,125,0,0,0,125
3966,0,84,205,0,0,0,290
3967,0,11,52,0,0,0,67
3971,0,1772,534,0,0,0,2309
3975,4440,0,0,0,0,0,4440
3976,8331,0,0,0,0,0,8331
3977,32155,308,0,0,0,0,32464
3978,3715,126,0,0,0,0,3844
3979,0,144,0,0,0,0,144
3980,460,856,0,0,0,0,1318
3981,0,1859,0,0,0,0,1859
3984,0,3201,0,0,0,0,3201
3987,0,573,0,0,0,0,573
3988,0,437,0,0,0,0,437
3990,0,52,0,0,0,0,52
3991,0,196,0,0,0,0,196
3992,0,489,0,0,0,0,489
3995,0,5793,0,0,0,0,5793
3996,0,4353,0,0,0,0,4353
2000,13838,0,0,0,0,0,13838
2006,17,0,0,0,0,0,17
2007,3668,0,0,0,0,0,3668
2008,5622,0,0,0,0,0,5622
2009,6468,0,0,0,0,0,6468
2010,16106,0,0,0,0,0,16106
2011,13115,0,0,0,0,0,13115
2015,5034,0,0,0,0,0,5034
2016,7224,0,0,0,0,0,7224
2017,13191,0,0,0,0,0,13191
2018,7334,0,0,0,0,0,7334
2019,4137,0,0,0,0,0,4137
2020,6030,0,0,0,0,0,6030
2021,7898,0,0,0,0,0,7898
2022,5902,0,0,0,0,0,5902
2023,4641,0,0,0,0,0,4641
2024,4833,0,0,0,0,0,4833
2025,3664,0,0,0,0,0,3664
2026,16266,0,0,0,0,0,16266
2027,4698,0,0,0,0,0,4698
2028,2523,0,0,0,0,0,2523
2029,4562,0,0,0,0,0,4562
2030,5576,0,0,0,0,0,5576
2031,15484,0,0,0,0,0,15484
2032,6706,0,0,0,0,0,6706
2033,4863,0,0,0,0,0,4863
2034,9722,0,0,0,0,0,9722
2035,14632,0,0,0,0,0,14632
2036,11316,0,0,0,0,0,11316
2037,8354,0,0,0,0,0,8354
2038,4340,0,0,0,0,0,4340
2039,4155,0,0,0,0,0,4155
2040,9533,0,0,0,0,0,9533
2041,7511,0,0,0,0,0,7511
2042,9480,0,0,0,0,0,9480
2043,4053,0,0,0,0,0,4053
2044,3330,0,0,0,0,0,3330
2045,2415,0,0,0,0,0,2415
2046,11542,0,0,0,0,0,11542
2047,5541,0,0,0,0,0,5541
2048,3561,0,0,0,0,0,3561
2049,5200,0,0,0,0,0,5200
2050,5400,0,0,0,0,0,5400
2052,551,0,0,0,0,0,551
2060,8051,0,0,0,0,0,8051
2061,3894,0,0,0,0,0,3894
2062,3442,0,0,0,0,0,3442
2063,2266,0,0,0,0,0,2266
2064,4057,0,0,0,0,0,4057
2065,14878,0,0,0,0,0,14878
2066,13466,0,0,0,0,0,13466
2067,11058,0,0,0,0,0,11058
2068,6251,0,0,0,0,0,6251
2069,5083,0,0,0,0,0,5083
2070,4996,0,0,0,0,0,4996
2071,4898,0,0,0,0,0,4898
2072,2841,0,0,0,0,0,2841
2073,5608,0,0,0,0,0,5608
2074,8169,0,0,0,0,0,8169
2075,7469,0,0,0,0,0,7469
2076,8620,0,0,0,0,0,8620
2077,15122,0,0,0,0,0,15122
2079,2422,0,0,0,0,0,2422
2080,602,0,0,0,0,0,602
2081,1593,226,0,0,0,0,1814
2082,1825,70,0,0,0,0,1894
2083,0,873,0,0,0,0,873
2084,1206,6,0,0,0,0,1208
2085,4091,0,0,0,0,0,4091
2086,4416,0,0,0,0,0,4416
2087,4490,0,0,0,0,0,4490
2088,13245,0,0,0,0,0,13245
2089,6412,0,0,0,0,0,6412
2090,7033,0,0,0,0,0,7033
2092,2459,0,0,0,0,0,2459
2093,8939,0,0,0,0,0,8939
2094,2699,0,0,0,0,0,2699
2095,8478,0,0,0,0,0,8478
2096,6336,0,0,0,0,0,6336
2097,5699,0,0,0,0,0,5699
2099,16649,0,0,0,0,0,16649
2100,7404,0,0,0,0,0,7404
2101,8015,0,0,0,0,0,8015
2102,2653,0,0,0,0,0,2653
2103,4353,0,0,0,0,0,4353
2104,1676,0,0,0,0,0,1676
2105,790,167,0,0,0,0,959
2106,3889,0,0,0,0,0,3889
2107,5860,0,0,0,0,0,5860
2108,1191,162,0,0,0,0,1347
2109,954,0,0,0,0,0,954
2110,3654,0,0,0,0,0,3654
2111,6163,0,0,0,0,0,6163
2112,13079,0,0,0,0,0,13079
2113,7485,0,0,0,0,0,7485
2114,9791,0,0,0,0,0,9791
2115,3957,0,0,0,0,0,3957
2116,2487,0,0,0,0,0,2487
2117,7987,0,0,0,0,0,7987
2118,8502,0,0,0,0,0,8502
2119,3918,0,0,0,0,0,3918
2120,7172,0,0,0,0,0,7172
2121,10111,0,0,0,0,0,10111
2122,11825,0,0,0,0,0,11825
2123,0,0,0,0,0,0,0
2125,5435,0,0,0,0,0,5435
2126,6166,0,0,0,0,0,6166
2127,6606,0,0,0,0,0,6606
2128,919,0,0,0,0,0,919
2129,4,0,0,0,0,0,4
2130,3366,0,0,0,0,0,3366
2131,9772,0,0,0,0,0,9772
2132,3854,0,0,0,0,0,3854
2133,4281,0,0,0,0,0,4281
2134,6060,0,0,0,0,0,6060
2135,8854,0,0,0,0,0,8854
2136,2719,0,0,0,0,0,2719
2137,10491,0,0,0,0,0,10491
2138,8268,0,0,0,0,0,8268
2139,5,0,0,0,0,0,5
2140,6052,0,0,0,0,0,6052
2141,9365,0,0,0,0,0,9365
2142,9537,0,0,0,0,0,9537
2143,3009,0,0,0,0,0,3009
2144,11167,0,0,0,0,0,11167
2145,27856,0,0,0,0,0,27856
2146,6147,0,0,0,0,0,6147
2147,13266,0,0,0,0,0,13266
2148,22056,0,0,0,0,0,22056
2150,12758,0,0,0,0,0,12758
2151,8348,0,0,0,0,0,8348
2152,4746,0,0,0,0,0,4746
2153,19413,0,0,0,0,0,19413
2154,13743,0,0,0,0,0,13743
2155,16972,0,0,0,0,0,16972
2156,3958,355,0,0,0,0,4321
2157,0,1215,0,0,0,0,1215
2158,2810,124,0,0,0,0,2930
2159,1133,608,0,0,0,0,1737
2160,12478,0,0,0,0,0,12478
2161,10296,0,0,0,0,0,10296
2162,6204,0,0,0,0,0,6204
2163,3419,0,0,0,0,0,3419
2164,6516,0,0,0,0,0,6516
2165,13884,0,0,0,0,0,13884
2166,16750,0,0,0,0,0,16750
2167,3210,0,0,0,0,0,3210
2168,13709,0,0,0,0,0,13709
2170,35996,0,0,0,0,0,35996
